index|word_index|ja|hrkt|latn|en|image|sound
914|457|彼は<b>文章</b>がとてもうまい。|かれ は <b>ぶんしょう</b> が とても うまい。|kare ha <b>bunshou</b> ga totemo umai.|His writing is very good.|sentence_914.jpg|sentence_914.mp3
915|457|この<b>文章</b>の意味が分かりません。|この <b>ぶんしょう</b> の いみ が わかりません。|kono <b>bunshou</b> no imi ga wakarimasen.|I don't understand the meaning of this sentence.||sentence_915.mp3
916|458|彼女の大きな帽子はとても<b>目立つ</b>。|かのじょ の おおきな ぼうし は とても <b>めだつ</b>。|kanojo no ookina boushi ha totemo <b>medatsu</b>.|Her big hat really stands out.|sentence_916.jpg|sentence_916.mp3
917|458|彼はクラスで<b>目立って</b>いる。|かれ は クラス で <b>めだって</b> いる。|kare ha kurasu de <b>medatte</b> iru.|He stands out in the class.||sentence_917.mp3
918|459|試合の<b>相手</b>は誰ですか。|しあい の <b>あいて</b> は だれ です か。|shiai no <b>aite</b> ha dare desu ka.|Who are they playing against?|sentence_918.jpg|sentence_918.mp3
919|459|<b>相手</b>は何て言ってますか。|<b>あいて</b> は なんて いって ます か。|<b>aite</b> ha nante itte masu ka.|What does the other party say?||sentence_919.mp3
920|460|<b>病院</b>はどこですか。|<b>びょういん</b> は どこ です か。|<b>byouin</b> ha doko desu ka.|Where is the hospital?|sentence_920.jpg|sentence_920.mp3
921|460|あの<b>病院</b>はお医者さんの数が少ないです。|あの <b>びょういん</b> は おいしゃさん の かず が すくない です。|ano <b>byouin</b> ha oishasan no kazu ga sukunai desu.|That hospital has only a few doctors.||sentence_921.mp3
922|461|その辞書はとても<b>厚い</b>。|その じしょ は とても <b>あつい</b>。|sono jisho ha totemo <b>atsui</b>.|That dictionary is very thick.|sentence_922.jpg|sentence_922.mp3
923|461|私はあのお店の<b>厚い</b>ステーキが大好きだ。|わたし は あの おみせ の <b>あつい</b> ステーキ が だいすき だ。|watashi ha ano omise no <b>atsui</b> sute-ki ga daisuki da.|I love the thick steak at that restaurant.||sentence_923.mp3
924|462|<b>忙しい</b>ので手伝ってください。|<b>いそがしい</b> ので てつだって ください。|<b>isogashii</b> node tetsudatte kudasai.|I have a lot to do, so please help me.|sentence_924.jpg|sentence_924.mp3
925|462|3月は仕事が<b>忙しい</b>。|3 がつ は しごと が <b>いそがしい</b>。|3 gatsu ha shigoto ga <b>isogashii</b>.|I'm busy at work in March.|sentence_925.jpg|sentence_925.mp3
926|463|この電子辞書はとても<b>薄い</b>。|この でんし じしょ は とても <b>うすい</b>。|kono denshi jisho ha totemo <b>usui</b>.|This electronic dictionary is very thin.|sentence_926.jpg|sentence_926.mp3
927|463|この料理は味が<b>薄い</b>。|この りょうり は あじ が <b>うすい</b>。|kono ryouri ha aji ga <b>usui</b>.|This food is tasteless.|sentence_927.jpg|sentence_927.mp3
928|464|小さな<b>川</b>を渡りました。|ちいさな <b>かわ</b> を わたりました。|chiisana <b>kawa</b> wo watarimashita.|I crossed a small stream.|sentence_928.jpg|sentence_928.mp3
929|464|この<b>川</b>は浅いです。|この <b>かわ</b> は あさい です。|kono <b>kawa</b> ha asai desu.|This river is shallow.|sentence_929.jpg|sentence_929.mp3
930|465|東の空が<b>暗い</b>です。|ひがし の そら が <b>くらい</b> です。|higashi no sora ga <b>kurai</b> desu.|The sky in the east is dark.|sentence_930.jpg|sentence_930.mp3
931|465|この部屋は少し<b>暗い</b>ですね。|この へや は すこし <b>くらい</b> です ね。|kono heya ha sukoshi <b>kurai</b> desu ne.|It's a little dark in this room.||sentence_931.mp3
932|466|この学校は1<b>クラス</b>30人です。|この がっこう は 1 <b>クラス</b> 30 にん です。|kono gakkou ha 1 <b>kurasu</b> 30 nin desu.|This school has 30 people in each class.|sentence_932.jpg|sentence_932.mp3
933|466|彼は<b>クラス</b>で一番背が高い。|かれ は <b>クラス</b> で いちばん せ が たかい。|kare ha <b>kurasu</b> de ichiban se ga takai.|He's the tallest in class.|sentence_933.jpg|sentence_933.mp3
934|467|彼女は<b>黒い</b>ドレスを着ています。|かのじょ は <b>くろい</b> ドレス を きて います。|kanojo ha <b>kuroi</b> doresu wo kite imasu.|She's wearing a black dress.|sentence_934.jpg|sentence_934.mp3
935|467|私は<b>黒い</b>バッグを持っています。|わたし は <b>くろい</b> バッグ を もって います。|watashi ha <b>kuroi</b> baggu wo motte imasu.|I have a black bag.|sentence_935.jpg|sentence_935.mp3
936|468|<b>バス</b>で行こう。|<b>バス</b> で いこう。|<b>basu</b> de ikou.|Let's go by bus.|sentence_936.jpg|sentence_936.mp3
937|468|私は毎朝、8時20分の<b>バス</b>に乗ります。|わたし は まいあさ、8 じ 20 ぷん の <b>バス</b> に のります。|watashi ha maiasa,8 ji 20 pun no <b>basu</b> ni norimasu.|I take the 8:20 bus every morning.||sentence_937.mp3
938|469|ここの海はとても<b>青い</b>。|ここ の うみ は とても <b>あおい</b>。|koko no umi ha totemo <b>aoi</b>.|The sea here is very blue.|sentence_938.jpg|sentence_938.mp3
939|469|彼女は<b>青い</b>目をしています。|かのじょ は <b>あおい</b> め を して います。|kanojo ha <b>aoi</b> me wo shite imasu.|She has blue eyes.|sentence_939.jpg|sentence_939.mp3
940|470|母は<b>買い物</b>に出かけています。|はは は <b>かいもの</b> に でかけて います。|haha ha <b>kaimono</b> ni dekakete imasu.|My mother went out for shopping.|sentence_940.jpg|sentence_940.mp3
941|470|<b>買い物</b>をすっかり忘れていた。|<b>かいもの</b> を すっかり わすれて いた。|<b>kaimono</b> wo sukkari wasurete ita.|I completely forgot about the shopping.|sentence_941.jpg|sentence_941.mp3
942|471|この<b>薬</b>を必ず飲んでください。|この <b>くすり</b> を かならず のんで ください。|kono <b>kusuri</b> wo kanarazu nonde kudasai.|Please be sure to take this medicine.|sentence_942.jpg|sentence_942.mp3
943|471|昼ご飯の前に<b>薬</b>を飲みました。|ひる ごはん の まえ に <b>くすり</b> を のみました。|hiru gohan no mae ni <b>kusuri</b> wo nomimashita.|I took medicine before lunch.||sentence_943.mp3
944|472|コーヒーに<b>砂糖</b>は入れますか。|コーヒー に <b>さとう</b> は いれます か。|ko-hi- ni <b>satou</b> ha iremasu ka.|Do you want sugar in your coffee?|sentence_944.jpg|sentence_944.mp3
945|472|このコーヒーには<b>砂糖</b>が入っていません。|この コーヒー に は <b>さとう</b> が はいって いません。|kono ko-hi- ni ha <b>satou</b> ga haitte imasen.|There is no sugar in this coffee.||sentence_945.mp3
946|473|今日は<b>休み</b>です。|きょう は <b>やすみ</b> です。|kyou ha <b>yasumi</b> desu.|Today is a holiday.|sentence_946.jpg|sentence_946.mp3
947|473|木曜日は仕事が<b>休み</b>です。|もくようび は しごと が <b>やすみ</b> です。|mokuyoubi ha shigoto ga <b>yasumi</b> desu.|I'm off on Thursday.|sentence_947.jpg|sentence_947.mp3
948|474|<b>郵便局</b>はどこですか。|<b>ゆうびんきょく</b> は どこ です か。|<b>yuubinkyoku</b> ha doko desu ka.|Where's the post office?|sentence_948.jpg|sentence_948.mp3
949|474|<b>郵便局</b>で切手を買いました。|<b>ゆうびんきょく</b> で きって を かいました。|<b>yuubinkyoku</b> de kitte wo kaimashita.|I bought a stamp at the post office.|sentence_949.jpg|sentence_949.mp3
950|475|この<b>住所</b>に行ってください。|この <b>じゅうしょ</b> に いって ください。|kono <b>juusho</b> ni itte kudasai.|Please go to this address.|sentence_950.jpg|sentence_950.mp3
951|475|ここに<b>住所</b>と氏名を書いてください。|ここ に <b>じゅうしょ</b> と しめい を かいて ください。|koko ni <b>juusho</b> to shimei wo kaite kudasai.|Please write your name and address here.|sentence_951.jpg|sentence_951.mp3
952|476|受付は<b>こちら</b>です。|うけつけ は <b>こちら</b> です。|uketsuke ha <b>kochira</b> desu.|The reception desk is this way.|sentence_952.jpg|sentence_952.mp3
953|476|<b>こちら</b>へどうぞ。|<b>こちら</b> へ どうぞ。|<b>kochira</b> he douzo.|This way please.|sentence_953.jpg|sentence_953.mp3
954|477|会社に<b>財布</b>を忘れた。|かいしゃ に <b>さいふ</b> を わすれた。|kaisha ni <b>saifu</b> wo wasureta.|I left my wallet at the office.|sentence_954.jpg|sentence_954.mp3
955|477|<b>財布</b>は机の下にあった。|<b>さいふ</b> は つくえ の した に あった。|<b>saifu</b> ha tsukue no shita ni atta.|My purse was under the desk.|sentence_955.jpg|sentence_955.mp3
956|478|<b>パスポート</b>が見つからない。|<b>パスポート</b> が みつからない。|<b>pasupo-to</b> ga mitsukaranai.|I can't find my passport.|sentence_956.jpg|sentence_956.mp3
957|478|私の<b>パスポート</b>がありません。|わたし の <b>パスポート</b> が ありません。|watashi no <b>pasupo-to</b> ga arimasen.|My passport is missing.||sentence_957.mp3
958|479|そのお年寄りは<b>椅子</b>に座った。|その おとしより は <b>いす</b> に すわった。|sono otoshiyori ha <b>isu</b> ni suwatta.|The old person sat on a chair.|sentence_958.jpg|sentence_958.mp3
959|479|その<b>椅子</b>を持ってきてください。|その <b>いす</b> を もって きて ください。|sono <b>isu</b> wo motte kite kudasai.|Please bring the chair.|sentence_959.jpg|sentence_959.mp3
960|480|彼女の赤ちゃんは<b>可愛い</b>です。|かのじょ の あかちゃん は <b>かわいい</b> です。|kanojo no akachan ha <b>kawaii</b> desu.|Her baby is cute.|sentence_960.jpg|sentence_960.mp3
961|480|娘に<b>可愛い</b>ドレスを着せた。|むすめ に <b>かわいい</b> ドレス を きせた。|musume ni <b>kawaii</b> doresu wo kiseta.|I dressed my daughter in a cute dress.|sentence_961.jpg|sentence_961.mp3
962|481|私の<b>お祖父さん</b>は毎日散歩します。|わたし の <b>おじいさん</b> は まいにち さんぽ します。|watashi no <b>ojiisan</b> ha mainichi sanpo shimasu.|My grandpa takes a walk every day.|sentence_962.jpg|sentence_962.mp3
963|481|私の<b>お祖父さん</b>は北海道に住んでいます。|わたし の <b>おじいさん</b> は ほっかいどう に すんで います。|watashi no <b>ojiisan</b> ha hokkaidou ni sunde imasu.|My grandfather lives in Hokkaido.||sentence_963.mp3
964|482|ここに<b>切手</b>を貼ってください。|ここ に <b>きって</b> を はって ください。|koko ni <b>kitte</b> wo hatte kudasai.|Please put a stamp here.|sentence_964.jpg|sentence_964.mp3
965|482|弟は<b>切手</b>を集めています。|おとうと は <b>きって</b> を あつめて います。|otouto ha <b>kitte</b> wo atsumete imasu.|My little brother collects stamps.|sentence_965.jpg|sentence_965.mp3
966|483|夕方は<b>涼しく</b>なりますよ。|ゆうがた は <b>すずしく</b> なります よ。|yuugata ha <b>suzushiku</b> narimasu yo.|It gets cooler in the evening.|sentence_966.jpg|sentence_966.mp3
967|483|今日はすごく<b>涼しい</b>ですね。|きょう は すごく <b>すずしい</b> です ね。|kyou ha sugoku <b>suzushii</b> desu ne.|It's very cool today.||sentence_967.mp3
968|484|娘さんは<b>いくつ</b>になりましたか。|むすめさん は <b>いくつ</b> に なりました か。|musumesan ha <b>ikutsu</b> ni narimashita ka.|How old is your daughter now?|sentence_968.jpg|sentence_968.mp3
969|484|日本語の単語を<b>いくつ</b>知っていますか。|にほん ご の たんご を <b>いくつ</b> しって います か。|nihon go no tango wo <b>ikutsu</b> shitte imasu ka.|How many Japanese words do you know?|sentence_969.jpeg|sentence_969.mp3
970|485|<b>メニュー</b>をください。|<b>メニュー</b> を ください。|<b>menyu-</b> wo kudasai.|Can I have a menu, please?|sentence_970.jpg|sentence_970.mp3
971|485|キッズ<b>メニュー</b>はありますか。|キッズ <b>メニュー</b> は あります か。|kizzu <b>menyu-</b> ha arimasu ka.|Do you have a kids menu?||sentence_971.mp3
972|486|<b>電気</b>をつけてもらえる？|<b>でんき</b> を つけて もらえる？|<b>denki</b> wo tsukete moraeru?|Can you turn on the light?|sentence_972.jpg|sentence_972.mp3
973|486|部屋の<b>電気</b>が付いています。|へや の <b>でんき</b> が ついています 。|heya no <b>denki</b> ga tsuiteimasu .|The room light is on.|sentence_973.jpg|sentence_973.mp3
974|487|今日はヤンキースが<b>勝った</b>。|きょう は ヤンキース が <b>かった</b>。|kyou ha yanki-su ga <b>katta</b>.|The Yankees won today.|sentence_974.jpg|sentence_974.mp3
975|487|誰も彼には<b>勝てません</b>。|だれ も かれ に は <b>かてません</b>。|dare mo kare ni ha <b>katemasen</b>.|Nobody can win against him.||sentence_975.mp3
976|488|私たちのチームはその試合で<b>負けた</b>。|わたし たち の チーム は その しあい で <b>まけた</b>。|watashi tachi no chi-mu ha sono shiai de <b>maketa</b>.|Our team lost the game.|sentence_976.jpg|sentence_976.mp3
977|488|昨日はドジャースが<b>負けました</b>。|きのう は ドジャース が <b>まけました</b>。|kinou ha doja-su ga <b>makemashita</b>.|Yesterday, the Dodgers lost.||sentence_977.mp3
